
running 2776 tests
test bug_354_text_question_classifier_tests::all_question_sentences_splits_on_terminators ... ok
test bug_354_text_question_classifier_tests::attached_store_present_detects_objects_dir ... ok
test bug_354_text_question_classifier_tests::child_aida_project_counts_even_without_git ... ok
test bug_354_text_question_classifier_tests::detects_unmanaged_nested_repos_excluding_submodules_and_dotdirs ... ok
test bug_354_text_question_classifier_tests::error_result_does_not_classify ... ok
test bug_354_text_question_classifier_tests::final_result_with_confirm_and_proceed_question_classifies_as_punt ... ok
test bug_354_text_question_classifier_tests::final_result_with_decision_question_classifies_as_punt ... ok
test bug_354_text_question_classifier_tests::final_result_with_should_i_question_classifies_as_punt ... ok
test bug_354_text_question_classifier_tests::find_plan_file_matches_spec_and_skips_template ... ok
test bug_354_text_question_classifier_tests::fork_question_after_a_rhetorical_aside_classifies ... ok
test bug_354_text_question_classifier_tests::git_init_decision_flag_wins_everywhere ... ok
test bug_354_text_question_classifier_tests::git_init_decision_prompts_at_tty_bails_otherwise ... ok
test bug_354_text_question_classifier_tests::gitlink_file_counts_as_nested_repo ... ok
test bug_354_text_question_classifier_tests::no_question_mark_does_not_classify ... ok
test bug_354_text_question_classifier_tests::novel_question_with_letter_options_block_classifies ... ok
test bug_354_text_question_classifier_tests::numbered_summary_with_rhetorical_question_does_not_classify ... ok
test bug_354_text_question_classifier_tests::ordinary_summary_question_does_not_classify_without_fork_marker ... ok
test bug_354_text_question_classifier_tests::plan_specs_parses_header_line ... ok
test bug_354_text_question_classifier_tests::recommendation_plus_unrelated_question_does_not_classify ... ok
test bug_354_text_question_classifier_tests::single_project_has_no_unmanaged_nested_repos ... ok
test bug_354_text_question_classifier_tests::which_way_do_you_want_to_go_classifies_as_punt ... ok
test bug_376_implementer_exit_directive_tests::aida_implement_skill_template_carries_exit_directive ... ok
test bug_376_implementer_exit_directive_tests::banner_emits_all_load_bearing_substrate_signals ... ok
test auto_bump_done_tests::reconcile_status_spec_filter_narrows_candidates ... ok
test branch_behind_main_tests::on_main_returns_none ... ok
test bug_442_distributed_detection_tests::distributed_detected_from_git_ref_without_local_config ... ok
test bug_511_review_lease_tests::force_cleanup_advisory_lease_removes_file_only ... ok
test bug_511_review_lease_tests::auto_release_review_lease_decides_by_pid_alone ... ok
test bug_511_review_lease_tests::acquire_review_lease_refuses_second_then_releases_on_drop ... ok
test bug_533_config_show_tests::config_lookup_absent_section_is_none ... ok
test bug_533_config_show_tests::config_lookup_finds_nested_key ... ok
test bug_533_config_show_tests::policy_registry_covers_known_sections ... ok
test bug_533_config_show_tests::policy_registry_emits_only_known_sections ... ok
test bug_533_config_show_tests::policy_registry_sections_have_rows ... ok
test bug_533_config_show_tests::policy_source_labels_distinct ... ok
test bug_533_config_show_tests::read_project_config_value_missing_file_is_none ... ok
test bug_533_config_show_tests::read_project_config_value_parses_existing ... ok
test bug_544_open_findings_count_tests::all_triaged_findings_count_zero_on_both_surfaces ... ok
test bug_544_open_findings_count_tests::human_open_findings_matches_findings_list_awaiting ... ok
test bug_556_deferred_excluded_from_open_facts_tests::deferred_specs_are_excluded_from_open_facts ... ok
test bug_511_review_lease_tests::lease_state_for_review_lease_tracks_creator_pid ... ok
test bug_559_clone_recovery_tests::recovery_detaches_when_no_code_branch ... ok
test bug_559_clone_recovery_tests::recovery_prefers_code_branch_when_available ... ok
test bug_559_clone_recovery_tests::recovery_prefers_main_over_master ... ok
test bug_511_review_lease_tests::in_flight_role_map_includes_live_review_lease ... ok
test bug_560_status_forge_tests::collect_pr_facts_skips_gh_on_gitlab_forge ... ok
test bug_560_status_forge_tests::collect_pr_facts_skips_gh_on_pure_git ... ok
test bug_560_status_forge_tests::parse_open_pr_snapshot_degrades_on_empty_and_malformed ... ok
test bug_560_status_forge_tests::parse_open_pr_snapshot_parses_number_title_branch ... ok
test bug_574_spurious_exit_tests::existing_lease_for_scope_none_when_unleased ... ok
test bug_574_spurious_exit_tests::existing_lease_for_scope_recognizes_reentry ... ok
test bug_87_queue_filter_tests::all_and_for_any_returns_only_unrouted ... ok
test bug_87_queue_filter_tests::all_and_for_reviewer_returns_only_reviewer_routed ... ok
test bug_87_queue_filter_tests::default_session_role_filter_preserved ... ok
test bug_87_queue_filter_tests::entry_matches_filter_branches ... ok
test bug_87_queue_filter_tests::format_queue_membership_shapes ... ok
test bug_87_queue_filter_tests::human_route_filter_matches_canonical_entries ... ok
test bug_87_queue_filter_tests::queue_memberships_for_ranks_and_filters ... ok
test bug_87_queue_filter_tests::resolve_role_filter_composition_matrix ... ok
test bug_88_pr_lookup_parse_tests::empty_stdout_is_no_open_pr ... ok
test bug_88_pr_lookup_parse_tests::malformed_line_is_gh_failed ... ok
test bug_88_pr_lookup_parse_tests::only_first_line_consumed ... ok
test bug_88_pr_lookup_parse_tests::parses_single_well_formed_line ... ok
test burndown::tests::advance_action_maps_every_bucket ... ok
test burndown::tests::advance_only_drain_and_approve_are_autonomous ... ok
test burndown::tests::assemble_unblock_prompt_groups_by_action ... ok
test burndown::tests::assemble_unblock_prompt_renders_empty_sections ... ok
test burndown::tests::bounded_unblocked_decision_free_spec_is_ready ... ok
test burndown::tests::classify_honors_tag_and_batch_filters_before_supervised ... ok
test burndown::tests::classify_plain_matching_spec_is_candidate_carrying_probed_fields ... ok
test burndown::tests::classify_skips_archived_deferred_and_status_mismatch ... ok
test burndown::tests::classify_supervised_only_when_status_matches ... ok
test burndown::tests::collapse_serialize_groups_holds_all_but_one_per_group ... ok
test burndown::tests::collapse_serialize_groups_independent_groups_coexist ... ok
test burndown::tests::collapse_serialize_groups_keeps_all_untagged ... ok
test burndown::tests::deferred_spike_reports_parking_tag_before_research_lane ... ok
test burndown::tests::epic_is_parked_for_decomposition ... ok
test burndown::tests::explain_open_buckets_every_status_and_signal ... ok
test burndown::tests::explain_open_epic_ready_to_close_when_rollup_complete ... ok
test burndown::tests::explain_open_in_flight_names_review_when_role_is_reviewer ... ok
test burndown::tests::explain_open_precedence_decision_beats_structural ... ok
test burndown::tests::explain_reasons_derived_only_when_no_extras ... ok
test burndown::tests::explain_reasons_orders_derived_then_findings_then_residual ... ok
test burndown::tests::human_only_does_not_pull_ungroomed_draft_onto_operator_seat ... ok
test burndown::tests::human_required_folds_in_human_only_marker_over_non_human_bucket ... ok
test burndown::tests::human_required_matches_needs_human_for_open_buckets ... ok
test burndown::tests::human_required_ors_in_human_only_marker ... ok
test burndown::tests::needs_decision_spike_parks_as_decision_lane ... ok
test burndown::tests::next_step_footer_points_at_run_command_and_skill ... ok
test burndown::tests::open_bucket_keys_and_needs_human_are_stable ... ok
test burndown::tests::parking_tags_park_case_insensitively_with_deferred_prefix ... ok
test burndown::tests::parse_why_open_comment_extracts_reason_case_insensitively ... ok
test burndown::tests::partition_preserves_order_and_separates ... ok
test burndown::tests::pending_decision_parks ... ok
test burndown::tests::reason_source_keys_are_stable ... ok
test burndown::tests::reconcile_held_for_review_enforces_declared_invariant ... ok
test burndown::tests::reconcile_held_for_review_honest_about_pr_state ... ok
test burndown::tests::render_path_to_empty_disambiguates_drain_from_clear ... ok
test burndown::tests::render_path_to_empty_is_none_for_empty_queue ... ok
test burndown::tests::render_path_to_empty_names_single_action_per_nonready_item ... ok
test burndown::tests::seat_split_partitions_needs_human ... ok
test burndown::tests::selector_summary_default_is_plain_language ... ok
test burndown::tests::selector_summary_reflects_filters ... ok
test burndown::tests::serialize_groups_parses_prefix_case_insensitive ... ok
test burndown::tests::spike_lane_split_by_tag ... ok
test burndown::tests::spike_with_pending_decision_reports_the_pending_question_first ... ok
test burndown::tests::split_by_signoff_blesses_only_queued_pickable_specs ... ok
test burndown::tests::split_by_signoff_empty_queue_blesses_nothing ... ok
test burndown::tests::split_needs_human_routes_build_supervised_vs_decision ... ok
test burndown::tests::unblock_approved_unqueued_is_queueable ... ok
test burndown::tests::unblock_class_keys_are_stable ... ok
test burndown::tests::unblock_decision_blocker_deferral_leave_parked ... ok
test burndown::tests::unblock_draft_needs_approval ... ok
test burndown::tests::unblock_epic_is_decision_pending ... ok
test burndown::tests::unblock_in_flight_and_in_progress_are_build_supervised ... ok
test burndown::tests::unblock_missing_acceptance_is_under_specified ... ok
test burndown::tests::unblock_non_implementable_missing_acceptance_is_not_under_specified ... ok
test burndown::tests::unblock_queued_ready_without_acceptance_is_not_clarify ... ok
test burndown::tests::unblock_ready_set_item_is_excluded ... ok
test burndown::tests::unblock_review_draft_only_is_held_for_review ... ok
test burndown::tests::unblock_unqueued_missing_acceptance_still_clarifies ... ok
test burndown::tests::unsatisfied_blocker_parks ... ok
test burndown::tests::untagged_spike_is_research_lane_not_human_only ... ok
test burndown_run_tests::activity_label_active_vs_idle_stuck_thresholds ... ok
test burndown_run_tests::drain_banner_names_pid_and_both_buckets ... ok
test burndown_run_tests::drain_banner_says_none_for_empty_buckets ... ok
test burndown_run_tests::drain_log_path_is_under_aida_burndown ... ok
test burndown_run_tests::latest_burndown_log_none_when_dir_absent ... ok
test burndown_run_tests::latest_burndown_log_picks_newest_by_name ... ok
test burndown_run_tests::overlay_partition_all_scheduled_when_nothing_leased ... ok
test burndown_run_tests::overlay_partition_splits_leased_from_scheduled ... ok
test burndown_run_tests::skill_prompt_appends_each_provided_knob_in_order ... ok
test burndown_run_tests::skill_prompt_defaults_to_status_only ... ok
test burndown_run_tests::skill_prompt_omits_unset_caps ... ok
test burndown_run_tests::status_human_no_drain_says_so_and_hints_run ... ok
test burndown_run_tests::status_human_running_shows_pid_command_and_inflight ... ok
test burndown_run_tests::status_human_stale_lock_flags_crash ... ok
test burndown_run_tests::status_json_none_is_not_running_and_null_log ... ok
test burndown_run_tests::status_json_running_carries_drain_inflight_and_log ... ok
test burndown_run_tests::verbose_args_carry_the_stream_json_flags_and_passthrough_mode ... ok
test burndown_run_tests::verbose_args_default_mode_is_passed_through_verbatim ... ok
test calibration::tests::agreement_both_escalated_agrees ... ok
test calibration::tests::agreement_none_when_no_fork ... ok
test calibration::tests::agreement_one_resolved_one_escalated_disagrees ... ok
test calibration::tests::agreement_resolved_different_answer_disagrees ... ok
test calibration::tests::agreement_resolved_same_answer ... ok
test bug_559_clone_recovery_tests::candidate_collector_finds_local_main ... ok
test calibration::tests::annotate_preserves_existing_fields ... ok
test calibration::tests::annotation_category_recognises_prefixes ... ok
test calibration::tests::build_punt_id_is_sortable_and_unique_per_second ... ok
test calibration::tests::compute_stats_counts_agreement_and_no_fork ... ok
test calibration::tests::compute_stats_respects_last_n_window ... ok
test calibration::tests::filter_by_since_window ... ok
test calibration::tests::filter_by_bucket_partitions_records ... ok
test calibration::tests::parse_since_accepts_units ... ok
test calibration::tests::from_response_maps_punt_resolution_to_string ... ok
test calibration::tests::read_all_calibrations_skips_garbage_files ... ok
test calibration::tests::read_all_calibrations_returns_newest_first ... ok
test calibration::tests::roundtrip_through_yaml_preserves_record ... ok
test calibration::tests::write_then_read_roundtrip_on_disk ... ok
test auto_bump_done_tests::reconcile_status_eligibility_matrix_for_direct_subject_refs ... ok
test cascade_rebase_tests::cascade_skips_when_no_stacked_branches ... ok
test change_linkage_format_tests::branch_not_found_is_forge_independent ... ok
test change_linkage_format_tests::cli_failed_and_unreachable_use_forge_noun ... ok
test change_linkage_format_tests::cli_missing_names_the_right_cli_per_forge ... ok
test change_linkage_format_tests::github_in_flight_found_renders_pr_and_url ... ok
